word,is_target,arena,extracted_sentences,eligible_sentences,seed,sampled_sentences,minimum_required,threshold_met,profile_status,missing_reason,model_used
embarrassing,False,arxiv,12,12,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
emerged,False,arxiv,560,500,11,500,100,True,OK,,498
emergence,False,arxiv,649,500,11,500,100,True,OK,,490
emeritus,False,arxiv,4,4,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
emotions,False,arxiv,819,500,11,500,100,True,OK,,444
employed,False,arxiv,3046,500,11,500,100,True,OK,,493
enacted,False,arxiv,22,22,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
encounters,False,arxiv,199,199,11,199,100,True,OK,,196
encourage,False,arxiv,604,500,11,500,100,True,OK,,494
encouraging,False,arxiv,349,349,11,349,100,True,OK,,345
end,False,arxiv,8498,500,11,500,100,True,OK,,414
energy,False,arxiv,6440,500,11,500,100,True,OK,,436
engagement,False,arxiv,571,500,11,500,100,True,OK,,448
engineering,False,arxiv,3909,500,11,500,100,True,OK,,451
engineers,False,arxiv,558,500,11,500,100,True,OK,,485
engines,False,arxiv,631,500,11,500,100,True,OK,,469
enhance,False,arxiv,1867,500,11,500,100,True,OK,,491
enjoy,False,arxiv,186,186,11,186,100,True,OK,,182
enough,False,arxiv,4183,500,11,500,100,True,OK,,476
ensemble,False,arxiv,2337,500,11,500,100,True,OK,,444
entered,False,arxiv,208,208,11,208,100,True,OK,,204
entering,False,arxiv,288,288,11,288,100,True,OK,,277
entire,False,arxiv,3696,500,11,500,100,True,OK,,495
entrepreneurship,False,arxiv,13,13,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
era,False,arxiv,372,372,11,372,100,True,OK,,344
errors,False,arxiv,4227,500,11,500,100,True,OK,,460
essentially,False,arxiv,1977,500,11,500,100,True,OK,,495
evaluate,False,arxiv,7474,500,11,500,100,True,OK,,487
evaluated,False,arxiv,4478,500,11,500,100,True,OK,,484
evaluating,False,arxiv,2305,500,11,500,100,True,OK,,494
evaluation,False,arxiv,12154,500,11,500,100,True,OK,,462
events,False,arxiv,5813,500,11,500,100,True,OK,,445
evidence,False,arxiv,4433,500,11,500,100,True,OK,,465
evolution,False,arxiv,2972,500,11,500,100,True,OK,,473
excited,False,arxiv,300,300,11,300,100,True,OK,,272
exciting,False,arxiv,227,227,11,227,100,True,OK,,223
executives,False,arxiv,79,79,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
exercise,False,arxiv,408,408,11,408,100,True,OK,,366
experiment,False,arxiv,7207,500,11,500,100,True,OK,,475
experimentation,False,arxiv,483,483,11,483,100,True,OK,,473
experimenting,False,arxiv,117,117,11,117,100,True,OK,,117
expert,False,arxiv,3502,500,11,500,100,True,OK,,461
explain,False,arxiv,2629,500,11,500,100,True,OK,,485
exploded,False,arxiv,17,17,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
exponentially,False,arxiv,1221,500,11,500,100,True,OK,,488
exports,False,arxiv,18,18,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
exposed,False,arxiv,401,401,11,401,100,True,OK,,389
express,False,arxiv,1722,500,11,500,100,True,OK,,488
extend,False,arxiv,3332,500,11,500,100,True,OK,,494
extended,False,arxiv,4912,500,11,500,100,True,OK,,485
extensively,False,arxiv,727,500,11,500,100,True,OK,,498
extent,False,arxiv,1603,500,11,500,100,True,OK,,488
extremely,False,arxiv,1613,500,11,500,100,True,OK,,483
fabric,False,arxiv,52,52,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
faced,False,arxiv,497,497,11,497,100,True,OK,,491
facility,False,arxiv,384,384,11,384,100,True,OK,,341
factual,False,arxiv,342,342,11,342,100,True,OK,,318
fame,False,arxiv,24,24,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
farm,False,arxiv,161,161,11,161,100,True,OK,,145
farmers,False,arxiv,242,242,11,242,100,True,OK,,234
fashion,False,arxiv,1490,500,11,500,100,True,OK,,484
fast,False,arxiv,3000,500,11,500,100,True,OK,,472
feature,False,arxiv,18821,500,11,500,100,True,OK,,435
features,False,arxiv,23977,500,11,500,100,True,OK,,432
fee,False,arxiv,261,261,11,261,100,True,OK,,252
fever,False,arxiv,110,110,11,110,100,True,OK,,88
fighters,False,arxiv,6,6,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
figure,False,arxiv,43995,500,11,500,100,True,OK,,455
files,False,arxiv,726,500,11,500,100,True,OK,,460
findings,False,arxiv,923,500,11,500,100,True,OK,,487
finds,False,arxiv,303,303,11,303,100,True,OK,,298
finished,False,arxiv,127,127,11,127,100,True,OK,,118
fire,False,arxiv,787,500,11,500,100,True,OK,,387
fits,False,arxiv,166,166,11,166,100,True,OK,,163
fixed,False,arxiv,1983,500,11,500,100,True,OK,,460
flag,False,arxiv,87,87,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
flat,False,arxiv,322,322,11,322,100,True,OK,,284
flight,False,arxiv,181,181,11,181,100,True,OK,,151
flooded,False,arxiv,17,17,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
focused,False,arxiv,2245,500,11,500,100,True,OK,,493
focuses,False,arxiv,1802,500,11,500,100,True,OK,,488
follows,False,arxiv,17153,500,11,500,100,True,OK,,483
foods,False,arxiv,27,27,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
foot,False,arxiv,184,184,11,184,100,True,OK,,145
forcing,False,arxiv,420,420,11,420,100,True,OK,,403
forge,False,arxiv,16,16,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
forged,False,arxiv,25,25,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
form,False,arxiv,18031,500,11,500,100,True,OK,,469
formally,False,arxiv,2940,500,11,500,100,True,OK,,497
formed,False,arxiv,1813,500,11,500,100,True,OK,,483
forming,False,arxiv,766,500,11,500,100,True,OK,,486
fortune,False,arxiv,8,8,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
founder,False,arxiv,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
founding,False,arxiv,21,21,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fox,False,arxiv,330,330,11,330,100,True,OK,,300
fraction,False,arxiv,1824,500,11,500,100,True,OK,,461
fragile,False,arxiv,75,75,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
franklin,False,arxiv,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fraudulent,False,arxiv,103,103,11,103,100,True,OK,,96
freedom,False,arxiv,721,500,11,500,100,True,OK,,476
friday,False,arxiv,45,45,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
front,False,arxiv,1108,500,11,500,100,True,OK,,447
fueled,False,arxiv,27,27,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fulfill,False,arxiv,102,102,11,102,100,True,OK,,98
fundamental,False,arxiv,2169,500,11,500,100,True,OK,,495
funding,False,arxiv,253,253,11,253,100,True,OK,,235
furniture,False,arxiv,109,109,11,109,100,True,OK,,85
further,False,arxiv,15246,500,11,500,100,True,OK,,495
gaining,False,arxiv,268,268,11,268,100,True,OK,,261
game,False,arxiv,9580,500,11,500,100,True,OK,,415
gaming,False,arxiv,128,128,11,128,100,True,OK,,125
gathering,False,arxiv,458,458,11,458,100,True,OK,,444
gebru,False,arxiv,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
gen,False,arxiv,1757,500,11,500,100,True,OK,,454
general,False,arxiv,16631,500,11,500,100,True,OK,,481
generates,False,arxiv,2524,500,11,500,100,True,OK,,484
generations,False,arxiv,569,500,11,500,100,True,OK,,453
generator,False,arxiv,2318,500,11,500,100,True,OK,,452
generic,False,arxiv,1998,500,11,500,100,True,OK,,481
genetic,False,arxiv,1905,500,11,500,100,True,OK,,464
genetics,False,arxiv,77,77,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
geoffrey,False,arxiv,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
geometry,False,arxiv,1338,500,11,500,100,True,OK,,458
gets,False,arxiv,1393,500,11,500,100,True,OK,,486
give,False,arxiv,5538,500,11,500,100,True,OK,,489
given,False,arxiv,41121,500,11,500,100,True,OK,,471
gives,False,arxiv,5033,500,11,500,100,True,OK,,484
giving,False,arxiv,1377,500,11,500,100,True,OK,,491
glad,False,arxiv,24,24,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
glass,False,arxiv,341,341,11,341,100,True,OK,,290
globe,False,arxiv,63,63,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
gotten,False,arxiv,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
governments,False,arxiv,130,130,11,130,100,True,OK,,126
grace,False,arxiv,54,54,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
graduates,False,arxiv,16,16,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
great,False,arxiv,2012,500,11,500,100,True,OK,,488
grocery,False,arxiv,53,53,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
groundbreaking,False,arxiv,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
growing,False,arxiv,1133,500,11,500,100,True,OK,,495
guards,False,arxiv,73,73,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
guy,False,arxiv,66,66,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hacker,False,arxiv,15,15,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hair,False,arxiv,108,108,11,108,100,True,OK,,92
handful,False,arxiv,123,123,11,123,100,True,OK,,121
happen,False,arxiv,873,500,11,500,100,True,OK,,490
harbor,False,arxiv,14,14,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hard,False,arxiv,4501,500,11,500,100,True,OK,,462
harm,False,arxiv,331,331,11,331,100,True,OK,,314
heat,False,arxiv,504,500,11,500,100,True,OK,,449
heavy,False,arxiv,575,500,11,500,100,True,OK,,479
heels,False,arxiv,2,2,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
height,False,arxiv,1036,500,11,500,100,True,OK,,436
helen,False,arxiv,40,40,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
helped,False,arxiv,304,304,11,304,100,True,OK,,301
helpful,False,arxiv,1256,500,11,500,100,True,OK,,476
helping,False,arxiv,345,345,11,345,100,True,OK,,340
hidden,False,arxiv,5981,500,11,500,100,True,OK,,441
hiding,False,arxiv,131,131,11,131,100,True,OK,,124
high-profile,False,arxiv,11,11,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
horowitz,False,arxiv,23,23,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
housing,False,arxiv,110,110,11,110,100,True,OK,,95
however,False,arxiv,31142,500,11,500,100,True,OK,,499
hp,False,arxiv,282,282,11,282,100,True,OK,,227
hub,False,arxiv,210,210,11,210,100,True,OK,,168
hudson,False,arxiv,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
humans,False,arxiv,3467,500,11,500,100,True,OK,,472
hundreds,False,arxiv,583,500,11,500,100,True,OK,,487
hungary,False,arxiv,17,17,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hunger,False,arxiv,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hurdle,False,arxiv,46,46,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hurting,False,arxiv,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hybrid,False,arxiv,3217,500,11,500,100,True,OK,,470
hypothetical,False,arxiv,352,352,11,352,100,True,OK,,344
ideology,False,arxiv,50,50,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
ii,False,arxiv,7806,500,11,500,100,True,OK,,454
illusion,False,arxiv,42,42,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
illustrate,False,arxiv,2420,500,11,500,100,True,OK,,496
imagery,False,arxiv,429,429,11,429,100,True,OK,,396
implications,False,arxiv,1280,500,11,500,100,True,OK,,484
important,False,arxiv,12464,500,11,500,100,True,OK,,492
impossible,False,arxiv,1300,500,11,500,100,True,OK,,491
impressive,False,arxiv,401,401,11,401,100,True,OK,,398
improvement,False,arxiv,4329,500,11,500,100,True,OK,,476
improvements,False,arxiv,2172,500,11,500,100,True,OK,,484
improves,False,arxiv,2542,500,11,500,100,True,OK,,495
incentives,False,arxiv,245,245,11,245,100,True,OK,,229
inches,False,arxiv,12,12,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
include,False,arxiv,6852,500,11,500,100,True,OK,,494
increasing,False,arxiv,4581,500,11,500,100,True,OK,,477
individual,False,arxiv,8522,500,11,500,100,True,OK,,471
industry,False,arxiv,1462,500,11,500,100,True,OK,,453
infected,False,arxiv,270,270,11,270,100,True,OK,,244
influencer,False,arxiv,16,16,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
information,False,arxiv,37927,500,11,500,100,True,OK,,440
infrared,False,arxiv,210,210,11,210,100,True,OK,,193
inherently,False,arxiv,593,500,11,500,100,True,OK,,494
innovations,False,arxiv,205,205,11,205,100,True,OK,,192
innovative,False,arxiv,416,416,11,416,100,True,OK,,411
input,False,arxiv,24088,500,11,500,100,True,OK,,463
insight,False,arxiv,1054,500,11,500,100,True,OK,,492
insist,False,arxiv,73,73,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
installed,False,arxiv,182,182,11,182,100,True,OK,,178
instance,False,arxiv,14429,500,11,500,100,True,OK,,470
institute,False,arxiv,1751,500,11,500,100,True,OK,,434
instructions,False,arxiv,992,500,11,500,100,True,OK,,458
instrument,False,arxiv,351,351,11,351,100,True,OK,,298
intellectual,False,arxiv,152,152,11,152,100,True,OK,,140
intense,False,arxiv,106,106,11,106,100,True,OK,,104
interaction,False,arxiv,5567,500,11,500,100,True,OK,,466
interest,False,arxiv,4708,500,11,500,100,True,OK,,478
interim,False,arxiv,49,49,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
international,False,arxiv,2603,500,11,500,100,True,OK,,489
intriguing,False,arxiv,162,162,11,162,100,True,OK,,161
intuitive,False,arxiv,1430,500,11,500,100,True,OK,,494
involve,False,arxiv,1622,500,11,500,100,True,OK,,494
ios,False,arxiv,129,129,11,129,100,True,OK,,123
ipads,False,arxiv,3,3,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
issues,False,arxiv,4097,500,11,500,100,True,OK,,478
itself,False,arxiv,4264,500,11,500,100,True,OK,,494
jacob,False,arxiv,54,54,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jail,False,arxiv,25,25,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
janet,False,arxiv,5,5,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jason,False,arxiv,67,67,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jerome,False,arxiv,6,6,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jimmy,False,arxiv,18,18,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
job,False,arxiv,1403,500,11,500,100,True,OK,,421
john,False,arxiv,622,500,11,500,100,True,OK,,401
jonathan,False,arxiv,65,65,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
journals,False,arxiv,321,321,11,321,100,True,OK,,275
judgment,False,arxiv,616,500,11,500,100,True,OK,,470
july,False,arxiv,400,400,11,400,100,True,OK,,391
jumping,False,arxiv,103,103,11,103,100,True,OK,,93
june,False,arxiv,472,472,11,472,100,True,OK,,460
kansas,False,arxiv,14,14,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
kim,False,arxiv,617,500,11,500,100,True,OK,,451
king,False,arxiv,749,500,11,500,100,True,OK,,462
kitchen,False,arxiv,210,210,11,210,100,True,OK,,183
knows,False,arxiv,777,500,11,500,100,True,OK,,435
labor,False,arxiv,273,273,11,273,100,True,OK,,245
lag,False,arxiv,181,181,11,181,100,True,OK,,169
landing,False,arxiv,131,131,11,131,100,True,OK,,112
landscape,False,arxiv,586,500,11,500,100,True,OK,,483
laptop,False,arxiv,208,208,11,208,100,True,OK,,191
larger,False,arxiv,6951,500,11,500,100,True,OK,,475
largest,False,arxiv,2116,500,11,500,100,True,OK,,477
larry,False,arxiv,44,44,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
lasers,False,arxiv,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
last,False,arxiv,7034,500,11,500,100,True,OK,,467
lately,False,arxiv,76,76,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
laundry,False,arxiv,24,24,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
lawyers,False,arxiv,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
leading,False,arxiv,2795,500,11,500,100,True,OK,,489
leaked,False,arxiv,60,60,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
learned,False,arxiv,7608,500,11,500,100,True,OK,,475
least,False,arxiv,9495,500,11,500,100,True,OK,,472
leather,False,arxiv,16,16,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
leaves,False,arxiv,1240,500,11,500,100,True,OK,,462
legacy,False,arxiv,108,108,11,108,100,True,OK,,102
lessons,False,arxiv,190,190,11,190,100,True,OK,,182
letter,False,arxiv,533,500,11,500,100,True,OK,,406
letting,False,arxiv,420,420,11,420,100,True,OK,,405
level,False,arxiv,13825,500,11,500,100,True,OK,,431
liberation,False,arxiv,13,13,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
libraries,False,arxiv,613,500,11,500,100,True,OK,,466
likely,False,arxiv,4829,500,11,500,100,True,OK,,487
limitations,False,arxiv,2464,500,11,500,100,True,OK,,486
limited,False,arxiv,6022,500,11,500,100,True,OK,,491
lina,False,arxiv,20,20,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
line,False,arxiv,8758,500,11,500,100,True,OK,,431
lines,False,arxiv,4221,500,11,500,100,True,OK,,439
list,False,arxiv,5534,500,11,500,100,True,OK,,453
live,False,arxiv,744,500,11,500,100,True,OK,,459
liz,False,arxiv,5,5,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
ll,False,arxiv,1170,500,11,500,100,True,OK,,163
loaded,False,arxiv,273,273,11,273,100,True,OK,,255
location,False,arxiv,4936,500,11,500,100,True,OK,,444
logs,False,arxiv,507,500,11,500,100,True,OK,,463
longer,False,arxiv,3050,500,11,500,100,True,OK,,488
longevity,False,arxiv,16,16,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
looking,False,arxiv,1434,500,11,500,100,True,OK,,484
lost,False,arxiv,816,500,11,500,100,True,OK,,473
lots,False,arxiv,291,291,11,291,100,True,OK,,275
low,False,arxiv,7534,500,11,500,100,True,OK,,461
lucrative,False,arxiv,13,13,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
luke,False,arxiv,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
machine,False,arxiv,13108,500,11,500,100,True,OK,,458
machines,False,arxiv,2470,500,11,500,100,True,OK,,465
magic,False,arxiv,324,324,11,324,100,True,OK,,271
mainly,False,arxiv,2542,500,11,500,100,True,OK,,495
makes,False,arxiv,6306,500,11,500,100,True,OK,,490
malware,False,arxiv,170,170,11,170,100,True,OK,,151
man,False,arxiv,2134,500,11,500,100,True,OK,,444
manifesto,False,arxiv,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
manufacturer,False,arxiv,90,90,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
many,False,arxiv,19602,500,11,500,100,True,OK,,475
margaret,False,arxiv,15,15,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mark,False,arxiv,1241,500,11,500,100,True,OK,,470
marks,False,arxiv,453,453,11,453,100,True,OK,,427
mask,False,arxiv,1484,500,11,500,100,True,OK,,402
massachusetts,False,arxiv,189,189,11,189,100,True,OK,,170
maximize,False,arxiv,2374,500,11,500,100,True,OK,,482
mean,False,arxiv,10407,500,11,500,100,True,OK,,446
meaningful,False,arxiv,1573,500,11,500,100,True,OK,,492
means,False,arxiv,10467,500,11,500,100,True,OK,,486
meantime,False,arxiv,73,73,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
measurements,False,arxiv,2161,500,11,500,100,True,OK,,470
measures,False,arxiv,5070,500,11,500,100,True,OK,,463
mechanics,False,arxiv,472,472,11,472,100,True,OK,,442
medical,False,arxiv,3018,500,11,500,100,True,OK,,440
mellon,False,arxiv,224,224,11,224,100,True,OK,,215
member,False,arxiv,1247,500,11,500,100,True,OK,,428
memo,False,arxiv,67,67,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mention,False,arxiv,1201,500,11,500,100,True,OK,,443
merely,False,arxiv,740,500,11,500,100,True,OK,,498
method,False,arxiv,30368,500,11,500,100,True,OK,,471
mexico,False,arxiv,68,68,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mi,False,arxiv,1776,500,11,500,100,True,OK,,382
mich,False,arxiv,2,2,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
michael,False,arxiv,342,342,11,342,100,True,OK,,321
michigan,False,arxiv,129,129,11,129,100,True,OK,,108
mid,False,arxiv,258,258,11,258,100,True,OK,,222
middle-class,False,arxiv,1,1,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
might,False,arxiv,7836,500,11,500,100,True,OK,,478
millions,False,arxiv,528,500,11,500,100,True,OK,,475
minds,False,arxiv,109,109,11,109,100,True,OK,,106
ministry,False,arxiv,153,153,11,153,100,True,OK,,136
minority,False,arxiv,547,500,11,500,100,True,OK,,454
minutes,False,arxiv,1192,500,11,500,100,True,OK,,434
mirror,False,arxiv,332,332,11,332,100,True,OK,,303
miss,False,arxiv,319,319,11,319,100,True,OK,,304
missiles,False,arxiv,20,20,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mistral,False,arxiv,43,43,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
mix,False,arxiv,534,500,11,500,100,True,OK,,453
mixed,False,arxiv,1831,500,11,500,100,True,OK,,450
mobility,False,arxiv,589,500,11,500,100,True,OK,,459
modern,False,arxiv,1553,500,11,500,100,True,OK,,492
molecular,False,arxiv,823,500,11,500,100,True,OK,,458
monster,False,arxiv,44,44,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
moore,False,arxiv,303,303,11,303,100,True,OK,,287
move,False,arxiv,3694,500,11,500,100,True,OK,,445
movements,False,arxiv,653,500,11,500,100,True,OK,,474
multinational,False,arxiv,18,18,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
muscle,False,arxiv,73,73,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
named,False,arxiv,1875,500,11,500,100,True,OK,,478
narrow,False,arxiv,584,500,11,500,100,True,OK,,480
natural,False,arxiv,8362,500,11,500,100,True,OK,,486
nbc,False,arxiv,14,14,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
nearby,False,arxiv,458,458,11,458,100,True,OK,,443
nearly,False,arxiv,1060,500,11,500,100,True,OK,,497
necessary,False,arxiv,5658,500,11,500,100,True,OK,,493
networking,False,arxiv,358,358,11,358,100,True,OK,,317
networks,False,arxiv,18942,500,11,500,100,True,OK,,465
newly,False,arxiv,911,500,11,500,100,True,OK,,487
nod,False,arxiv,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
none,False,arxiv,1770,500,11,500,100,True,OK,,463
nonprofit,False,arxiv,3,3,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
norm,False,arxiv,2331,500,11,500,100,True,OK,,405
northwestern,False,arxiv,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
norway,False,arxiv,57,57,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
novel,False,arxiv,5388,500,11,500,100,True,OK,,488
november,False,arxiv,371,371,11,371,100,True,OK,,354
now,False,arxiv,13135,500,11,500,100,True,OK,,493
number,False,arxiv,47405,500,11,500,100,True,OK,,435
numbers,False,arxiv,4621,500,11,500,100,True,OK,,458
numerous,False,arxiv,1176,500,11,500,100,True,OK,,498
obviously,False,arxiv,1223,500,11,500,100,True,OK,,493
occasion,False,arxiv,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
offers,False,arxiv,1053,500,11,500,100,True,OK,,498
ohio,False,arxiv,47,47,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
oil,False,arxiv,351,351,11,351,100,True,OK,,277
ok,False,arxiv,711,500,11,500,100,True,OK,,416
open-source,False,arxiv,612,500,11,500,100,True,OK,,481
oppenheimer,False,arxiv,5,5,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
opposing,False,arxiv,139,139,11,139,100,True,OK,,134
opposite,False,arxiv,1053,500,11,500,100,True,OK,,485
optimism,False,arxiv,115,115,11,115,100,True,OK,,112
order,False,arxiv,23155,500,11,500,100,True,OK,,466
ordered,False,arxiv,1986,500,11,500,100,True,OK,,482
ore,False,arxiv,110,110,11,110,100,True,OK,,91
organizations,False,arxiv,516,500,11,500,100,True,OK,,476
ourselves,False,arxiv,423,423,11,423,100,True,OK,,413
over,False,arxiv,33786,500,11,500,100,True,OK,,459
oversees,False,arxiv,10,10,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
own,False,arxiv,3772,500,11,500,100,True,OK,,476
oxford,False,arxiv,290,290,11,290,100,True,OK,,225
pacific,False,arxiv,23,23,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
paid,False,arxiv,392,392,11,392,100,True,OK,,379
pandemic,False,arxiv,190,190,11,190,100,True,OK,,177
pants,False,arxiv,78,78,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
parental,False,arxiv,23,23,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
parents,False,arxiv,1868,500,11,500,100,True,OK,,442
part,False,arxiv,10563,500,11,500,100,True,OK,,462
partially,False,arxiv,2455,500,11,500,100,True,OK,,479
pattern,False,arxiv,5513,500,11,500,100,True,OK,,451
patterns,False,arxiv,6740,500,11,500,100,True,OK,,454
payment,False,arxiv,666,500,11,500,100,True,OK,,453
pentagon,False,arxiv,10,10,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
perception,False,arxiv,1875,500,11,500,100,True,OK,,475
perfect,False,arxiv,1685,500,11,500,100,True,OK,,477
performance,False,arxiv,35898,500,11,500,100,True,OK,,472
performs,False,arxiv,4012,500,11,500,100,True,OK,,490
permanently,False,arxiv,73,73,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
permitted,False,arxiv,382,382,11,382,100,True,OK,,369
personal,False,arxiv,1443,500,11,500,100,True,OK,,469
personally,False,arxiv,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
phase,False,arxiv,6605,500,11,500,100,True,OK,,429
philanthropic,False,arxiv,24,24,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
philippines,False,arxiv,14,14,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
philosophical,False,arxiv,289,289,11,289,100,True,OK,,284
physical,False,arxiv,4319,500,11,500,100,True,OK,,462
